,Rank,NCTId,Condition,BriefTitle,InterventionName,OfficialTitle,LocationCity,LocationState,LocationCountry,StartDate
411,412,NCT02410239,Cerebral Adrenoleukodystrophy,MT2014-14 IT-MSC for Advanced Cerebral Adrenoleukodystrophy (cALD),Mesenchymal Stem Cells,MT2014-14 Intrathecal Administration of Mesenchymal Stem Cells (IT-MSC) for the Treatment of Advanced Cerebral Adrenoleukodystrophy (cALD),,,,June 2015
412,413,NCT03219801,Systemic Lupus Erythematosus,Umbilical Cord Derived Mesenchymal Stem Cells Therapy in Systemic Lupus Erythematosus,mesenchymal stem cells,Evaluation of Safety and Efficacy in Patients With Systemic Lupus Erythematosus by Transplantation of Umbilical Cord Derived Mesenchymal Stem Cells,Shijiazhuang,Hebei,China,"August 1, 2017"
413,414,NCT02982915,Aging Frailty,Lomecel-B on Vaccine-Specific Antibody- Response in Subjects With Aging Frailty,Longeveron Mesenchymal Stem Cells (LMSCs)|Fluzone High Dose Vaccine,Effects of Intravenous Delivery of Lomecel-B (Formerly Allogenic Longeveron Human Mesenchymal Stem Cells (LMSCs)) on VaccinE-Specific Antibody Responses in Subjects With Aging Frailty,Coral Gables|Fort Myers|Miami|Miami|Baltimore|Rockville,Florida|Florida|Florida|Florida|Maryland|Maryland,United States|United States|United States|United States|United States|United States,November 2016
414,415,NCT03003364,"Spinal Cord Injury, Chronic",Intrathecal Administration of Expanded Wharton's Jelly Mesenchymal Stem Cells in Chronic Traumatic Spinal Cord Injury,XCEL-UMC-BETA|Placebo,"A Phase I/IIa, Randomized, Double-blind, Single-dose, Placebo Controlled, Two-way Crossover Clinical Trial to Assess the Safety and to Obtain Efficacy Data in Intrathecal Administration of Expanded Wharton's Jelly Mesenchymal Stem Cells in Chronic Traumatic Spinal Cord Injury",Badalona,Barcelona,Spain,"December 27, 2016"
415,416,NCT00557635,Tibia or Femur Pseudo-arthrosis,Osseous Setting Improvement With Co-implantation of Osseous Matrix and Mesenchymal Progenitors Cells From Autologous Bone Marrow,Chirurgical procedure,Osseous Setting Improvement With Co-implantation of Osseous Matrix and Mesenchymal Progenitors Cells From Autologous Bone Marrow,,,,January 2008
416,417,NCT04961658,Septic Shock,Advanced Mesenchymal Enhanced Cell THerapY for SepTic Patients,GEM00220,Advanced Mesenchymal Enhanced Cell THerapY for SepTic Patients,Oshawa|Toronto,Ontario|Ontario,Canada|Canada,"August 11, 2021"
417,418,NCT00988338,"Tibiotalar Arthrodesis|Subtalar Arthrodesis|Calcaneocuboid Arthrodesis|Talonavicular Arthrodesis|Double Arthrodesis (i.e. Calcaneocuboid and Talonavicular)|Triple Arthrodesis (i.e. Subtalar, Calcaneocuboid, and Talonavicular)",Evaluation of Trinity Evolution in Patients Undergoing Foot and Ankle Fusion,Trinity Evolution,"A Radiographic and Clinical Study Evaluating a Novel Allogeneic, Cancellous, Bone Matrix Containing Viable Stem Cells (Trinity Evolution Matrix) in Subjects Undergoing Foot and Ankle Fusion",Hollywood|Baltimore|Albuquerque|Charlotte|Durham|Upper Arlington|Pittsburgh|State College|Sparta|Burien,Florida|Maryland|New Mexico|North Carolina|North Carolina|Ohio|Pennsylvania|Pennsylvania|Tennessee|Washington,United States|United States|United States|United States|United States|United States|United States|United States|United States|United States,September 2009
418,419,NCT01602328,Acute Kidney Injury,A Study to Evaluate the Safety and Efficacy of AC607 for the Treatment of Kidney Injury in Cardiac Surgery Subjects,AC607|Vehicle Only,"A Randomized, Multicenter, Double-Blind, Placebo-Controlled Study of AC607 for the Treatment of Acute Kidney Injury in Cardiac Surgery Subjects",Birmingham|San Diego|Stanford|Washington|Chicago|Portland|Baltimore|Boston|Boston|Detroit|Rochester|New Brunswick|New York|Durham|Columbus|Wynnewood|Houston|Burlington|Charlottesville|Seattle|Charleston|Calgary|Edmonton|Winnipeg|Halifax|Hamilton|London|Toronto|Toronto|Montreal|Quebec,Alabama|California|California|District of Columbia|Illinois|Maine|Maryland|Massachusetts|Massachusetts|Michigan|Minnesota|New Jersey|New York|North Carolina|Ohio|Pennsylvania|Texas|Vermont|Virginia|Washington|West Virginia|Alberta|Alberta|Manitoba|Nova Scotia|Ontario|Ontario|Ontario|Ontario|Quebec,United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|Canada|Canada|Canada|Canada|Canada|Canada|Canada|Canada|Canada|Canada,June 2012
419,420,NCT02359929,Graft Versus Host Disease|Acute Graft Versus Host Disease|Chronic Graft Versus Host Disease,BMT Autologous MSCs for GvHD,Autologous mesenchymal stromal cells (MSCs),A Phase I Study of Mesenchymal Stromal Cells for the Treatment of Acute and Chronic Graft Versus Host Disease,Atlanta,Georgia,United States,January 2015
420,421,NCT02336230,Grade B aGVHD|Grade C aGVHD|Grade D aGVHD,"A Prospective Study of Remestemcel-L, Ex-vivo Cultured Adult Human Mesenchymal Stromal Cells, for the Treatment of Pediatric Participants Who Have Failed to Respond to Steroid Treatment for Acute Graft-Versus-Host Disease (aGVHD)",remestemcel-L,"A Single-arm, Prospective Study of Remestemcel-L, Ex-vivo Culture-Expanded Adult Human Mesenchymal Stromal Cells, for the Treatment of Pediatric Patients Who Have Failed to Respond to Steroid Treatment for Acute GVHD",Los Angeles|Orange|San Francisco|Aurora|Wilmington|Miami|Chicago|Detroit|Jackson|Saint Louis|New York|New York|New York|Durham|Portland|Charleston|San Antonio|Richmond|Seattle|Milwaukee,California|California|California|Colorado|Delaware|Florida|Illinois|Michigan|Mississippi|Missouri|New York|New York|New York|North Carolina|Oregon|South Carolina|Texas|Virginia|Washington|Wisconsin,United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States,"June 4, 2015"
421,422,NCT02483364,Pseudoarthrosis,A Clinical Trial to Assess the Effect of HC-SVT-1001 and HC-SVT-1002 in the Surgical Treatment of Atrophic Pseudarthrosis of Long Bones (Bonecure),HC-SVT-1001(initial protocol); HC-SVT-1002 (protocol amendment),A Phase II Clinical Trial to Assess the Effect of HC-SVT-1001 (Autologous Fat Stem Adult Mesenchymal Cells Expanded and Combined With a Tricalcium Phosphate Biomaterial) and HC-SVT-1002 (Allogeneic Fat Stem Adult Mesenchymal Cells Expanded and Combined With a Tricalcium Phosphate Biomaterial) in the Surgical Treatment of Atrophic Pseudarthrosis of Long Bones,Esplugues de Llobregat,Barcelone,Spain,"November 10, 2015"
422,423,NCT05210309,"Safety|Efficacy, Self",National Project to Implement Mesenchymal Stem Cell for the Treatment of Perianal Crohn's Fistula (the PRIME Study),Stem Cell Therapy,National Project to Implement Mesenchymal Stem Cell for the Treatment of Perianal Crohn's Fistula (the PRIME Study),Elche|Vigo|Barcelona|Valencia,Alicante|Pontevedra,Spain|Spain|Spain|Spain,"January 1, 2020"
423,424,NCT04896853,COVID-19 Acute Respiratory Distress Syndrome,Treatment of Respiratory Complications Associated With COVID-19 Infection Using ProTrans®,ProTrans®,Treatment of Respiratory Complications Associated With COVID-19 Infection Using Wharton's Jelly (WJ)-Umbilical Cord (UC) Mesenchymal Stromal Cells (ProTrans®): Open Phase IB Clinical Trial,Örebro,,Sweden,"May 18, 2021"
424,425,NCT03267784,Diabetic Neuropathic Ulcer,"Allogeneic ABCB5-positive Stem Cells for Treatment of DFU ""Malum Perforans""",allo-APZ2-DFU,"An Interventional, Multicenter, Single Arm, Phase I/IIa Clinical Trial to Investigate the Efficacy and Safety of Allo-APZ2-DFU on Wound Healing of Diabetic Neuropathic Ulcer (DFU)",Greifswald|Heidelberg|Kassel|Kronshagen|Leipzig|Ludwigshafen|Würzburg,,Germany|Germany|Germany|Germany|Germany|Germany|Germany,"November 21, 2017"
425,426,NCT03631589,Steroid-resistant Severe aGVHD,MSC for Severe aGVHD,MSCs,Treatment of Steroid-resistant Severe Acute Graft-versus-host Disease With Mesenchymal Stem Cells,Fuzhou,Fujian,China,"December 1, 2017"
426,427,NCT02706132,Liver Transplantation,Therapeutic Strategy and the Role of Mesenchymal Stromal Cells for ABO Incompatible Liver Transplantation,Mesenchymal Stem Cells(MSCs),MSC for ABO Incompatible Liver Transplantation,Guangzhou,Guangdong,China,February 2014
427,428,NCT04194671,Acute Kidney Injury|Mesenchymal Stem Cells,Clinical Trial of Mesenchymal Stem Cells in the Treatment of Severe Acute Kidney Injury,Mesenchymal stem cells|Saline,"A Single-center, Randomized, Placebo-controlled, Patient-blinded Study of Mesenchymal Stem Cells Therapy in Subjects With Severe Acute Kidney Injury Receiving Routine Therapy",Beijing,Beijing,China,"December 31, 2021"
428,429,NCT03166865,Osteoarthritis of the Knee,Clinical Study of Umbilical Cord Mesenchymal Stem Cells (UC-MSC) for Treatment of Knee Osteoarthritis,Umbilical-cord mesenchymal stromal cells (UC-MSCs)|Hyaluronic acid,Clinical Study of Umbilical Cord Mesenchymal Stem Cells (UC-MSC) for Treatment of Knee Osteoarthritis,Liaocheng,Shandong,China,"October 1, 2018"
429,430,NCT02381366,Bronchopulmonary Dysplasia,Safety and Efficacy of PNEUMOSTEM® in Premature Infants at High Risk for Bronchopulmonary Dysplasia (BPD) - a US Study,Human Umbilical Cord Blood Derived-Mesenchymal Stem Cells,"A Phase I/II, Open-Label Dose Escalation Trial to Evaluate the Safety and Efficacy of Two Dose Levels of PNEUMOSTEM® in Premature Infants at High Risk for Bronchopulmonary Dysplasia (BPD)",Chicago,Illinois,United States,March 2015
430,431,NCT05443464,"GVHD,Acute",Mesenchymal Stem Cells (MSCs) for Steroid Refractory Acute GVHD (SR-aGVHD),OSSM-001,A Phase I Safety Study of Single Dose Allogeneic Bone Marrow Derived MSCs for Steroid Refractory Acute Graft vs. Host Disease,,,,"June 5, 2023"
431,432,NCT01489267,Hereditary Cerebellar Ataxia.,A New Method to Treat Hereditary Cerebellar Ataxia - Umbilical Cord Mesenchymal Stem Cells Transplantation,stem cell transplantation,The Safety and Efficacy of Umbilical Cord Mesenchymal Stem Cells Transplantation in Hereditary Cerebellar Ataxia Patients,Beijing,,China,December 2011
432,433,NCT02854579,Hypoxic-Ischemic Encephalopathy,Neural Progenitor Cell and Paracrine Factors to Treat Hypoxic Ischemic Encephalopathy,neural progenitor cell|Paracrine factors|progenitor cell and paracrine factors,Safety and Efficacy Study of Neural Progenitor Cell Transplantation and Paracrine Factors From Human Mesenchymal Stem Cells to Treat Newborn With Hypoxic-ischemic Encephalopathy,Beijing|Beijing,Beijing,China|China,January 2013
433,434,NCT01739777,Dilated Cardiomyopathy,Randomized Clinical Trial of Intravenous Infusion Umbilical Cord Mesenchymal Stem Cells on Cardiopathy,ucMSC|Controls,"Phase 1 Randomized-Double Blind Clinical Trial of Intravenous Infusion of Umbilical Cord Mesenchymal Stem Cells Transplantation in Heart Failure on Patients With Cardiopathy in Dilated Stage, of Different Etiology",Santiago de Chile,,Chile,December 2012
434,435,NCT04011059,Cardiovascular Diseases|Heart Failure|Coronary Artery Disease|Mesenchymal Stem Cell Transplantation|Regenerative Medicine,Randomized Study of Coronary Revascularization Surgery With Injection of WJ-MSCs and Placement of an Epicardial Extracellular Matrix,Wharton's jelly-derived mesenchymal cells,Randomized Study as Proof of Concept of Coronary Revascularization Surgery With Injection of Wharton's Jelly-derived Mesenchymal Cells and Placement of an Epicardial Extracellular Matrix Patch Seeded With WJ-MSCs in Patients With Ischemic Cardiomyopathy,Medellín,Antioquia,Colombia,"July 2, 2019"
435,436,NCT02379442,Graft-Versus-Host Disease,Early Treatment of Acute Graft Versus Host Disease With Bone Marrow-Derived Mesenchymal Stem Cells and Corticosteroids,MSC,A Pilot Study of Early Treatment of Acute Graft Versus Host Disease With Bone Marrow- Derived Mesenchymal Stem Cells and Corticosteroids: Correlation of Disease Severity and Response With Biomarkers,Bethesda,Maryland,United States,"February 23, 2015"
436,437,NCT01754454,Acute GVH Disease,Safety and Efficacy of UC-MSC in Patients With Acute Severe Graft-versus-host Disease,Human Umbilical Cord Derived MSC,"Open-Label, Single-Center, Self Control, Phase Ⅰ/Ⅱ Clinical Trial to Evaluate the Safety and the Efficacy of Umbilical Cord-derived Mesenchymal Stem Cells in Patients With Acute Graft-versus-host Disease",Beijing|Beijing,,China|China,December 2012
437,438,NCT05292625,Ischemic Stroke,Stem Cell Infusion in the Treatment of Patients With Neurological Complications After Ischemic Stroke,UC-MSC infusion via intravenous route|UC-MSC infusion via intrathecal route|standard stroke treatment and rehabilitation therapy,Outcomes of Umbilical Cord Blood-derived Mesenchymal Stem Cell Infusion in Patients With Neurological Complications After Ischemic Stroke,Hanoi,,Vietnam,"July 15, 2021"
438,439,NCT04416139,Covid 19,Mesenchymal Stem Cell for Acute Respiratory Distress Syndrome Due for COVID-19,Infusion IV of Mesenchymal Stem cells,Mesenchymal Stem Cells for the Treatment of Severe Acute Respiratory Distress Syndrome Due to COVID-19. Pilot Study,Mexico City,,Mexico,"May 1, 2020"
439,440,NCT02644447,Premature Ovarian Failure,Transplantation of HUC-MSCs With Injectable Collagen Scaffold for POF,HUC-MSCs Transplantation|HUC-MSCs with Injectable Collagen Scaffold Transplantation,The Safety and Efficacy Assessment of Human Umbilical Cord-derived Mesenchymal Stem Cells (HUC-MSCs) With Injectable Collagen Scaffold Transplantation in Woman With Premature Ovarian Failure (POF),Nanjing,Jiangsu,China,October 2015
440,441,NCT01558908,Peripheral Vascular Diseases,Phase I/II Trial of Endometrial Regenerative Cells (ERC) in Patients With Critical Limb Ischemia,Administration of ERC,"Allogeneic,Unrelated, Menstrual Derived, Mesenchymal Stem Cell-Like, Endometrial Cells; Administered Intramuscular",Indianapolis,Indiana,United States,May 2012
441,442,NCT03525418,HLHS,Lomecel-B Delivered During Stage II Surgery for Hypoplastic Left Heart Syndrome (ELPIS),Longeveron Mesenchymal Stem Cells,Lomecel-B Injection in Patients With Hypoplastic Left Heart Syndrome: A Phase I/II Study (ELPIS),Atlanta|Baltimore|Baltimore|Cincinnati|Salt Lake City,Georgia|Maryland|Maryland|Ohio|Utah,United States|United States|United States|United States|United States,"February 21, 2018"
442,443,NCT05338099,Duchenne Muscular Dystrophy,Determine the Safety and Dose of EN001 in Patients With Duchenne Muscular Dystrophy(DMD),EN001|EN001,"Open-label, Dose-escalation, Phase 1 Clinical Trial to Determine the Safety and Dose of EN001 in Patients With Duchenne Muscular Dystrophy(DMD)",Seoul,,"Korea, Republic of","January 18, 2022"
443,444,NCT05333406,"Charcot-Marie-Tooth Disease, Type IA",Determine the Safety and Dose of EN001 in Patients With Charcot-Marie-Tooth Disease (CMT) Type 1A,EN001|EN001,"Open-label, Dose-escalation, Phase 1 Clinical Trial to Determine the Safety and Dose of EN001 in Patients With Charcot-Marie-Tooth Disease (CMT) Type 1A",Seoul,,"Korea, Republic of","February 22, 2022"
444,445,NCT03828344,Rheumatoid Arthritis,Safety and Tolerability of a Single Intravenous Infusion of BX-U001 in Refractory Rheumatoid Arthritis,hUC-MSC suspension|Placebo,"A Phase 1 Randomized, Placebo-Controlled, Double-Blind Study of the Safety and Tolerability of a Single Intravenous Infusion of BX-U001, a Human Umbilical Cord Tissue Derived Mesenchymal Stem Cell Product, for Refractory Rheumatoid Arthritis",,,,July 2023
445,446,NCT05331872,Liver Cirrhosis,Umbilical Cord-derived Mesenchymal Stem Cell Infusion in the Management of Adult Liver Cirrhosis,Human umbilical cord-derived mesenchymal stem cell infusion,"A Phase I, Open-label Trial on the Safety and Efficacy of Human Umbilical Cord-derived Mesenchymal Stem Cell Administration in the Management of Adult Liver Cirrhosis",Hanoi,,Vietnam,"December 1, 2020"
446,447,NCT02037204,Foreign-Body Reaction|Inflammation|Effusion (L) Knee|Knee Pain Swelling,IMPACT: Safety and Feasibility of a Single-stage Procedure for Focal Cartilage Lesions of the Knee.,Cartilage repair surgery,Instant MSC Product Accompanying Autologous Chondron Transplantation (IMPACT): Safety and Feasibility of a Single-stage Procedure for Focal Cartilage Lesions of the Knee.,Utrecht,,Netherlands,March 2013
447,448,NCT04482699,Severe COVID-19 Disease,RAPA-501-Allo Therapy of COVID-19-ARDS,RAPA-501-Allo off-the-shelf Therapy of COVID-19|Placebo,Phase I/Phase II Trial of Allogeneic Hybrid TREG/Th2 Cell (RAPA-501-ALLO) Therapy for COVID-19-Related ARDS,Hackensack,New Jersey,United States,"December 30, 2020"
448,449,NCT04520945,"Osteoarthritis, Knee",Phase 2B Clinical Study of Chondrogen for Treatment of Knee Osteoarthritis,Chondrogen|Placebo,Phase 2B: Randomized Double-Blinded Clinical Study of Chondrogen for Treatment of Knee Osteoarthritis,Cheras,Kuala Lumpur,Malaysia,"October 31, 2020"
449,450,NCT03629015,Stem Cells|Adult Stem Cells|Acute Liver Failure|Acute-On-Chronic Liver Failure|Steminent,Safety Study of Stemchymal® in Acute Liver Failure,Stemchymal®,"The Safety Study of Stemchymal® (Allogeneic Adipose-Derived Mesenchymal Stem Cells) Treating on Acute Liver Failure - An Open-Label, Single-Center Phase I Trial",Taipei,,Taiwan,"October 1, 2018"
450,451,NCT02580695,Osteoarthritis,A Study to Assess Safety and Efficacy of Umbilical Cord-derived Mesenchymal Stromal Cells in Knee Osteoarthritis,umbilical-cord mesenchymal stromal cells|Hyaluronic Acid,"A Phase I/II, Randomized, Double-blind, Controlled Study to Assess Safety and Efficacy of Umbilical Cord-derived Mesenchymal Stromal Cells (UC-MSCs) in Patients With Knee Osteoarthritis",Santiago,,Chile,December 2015
