,Rank,NCTId,Condition,BriefTitle,InterventionName,OfficialTitle,LocationCity,LocationState,LocationCountry,StartDate
807,808,NCT02210624,Anoxic Brain Injury,Safety and Efficacy Assessment of Autologous Bone-marrow Derived Adult Mesenchymal Stem Cell Therapy in Patients With Anoxic(or Hypoxic) Brain Injury Pilot Trial,HYNR-CS inj.,"An Open-label, Safety and Efficacy Assessment of Autologous Bone-marrow Derived Mesenchymal Stem Cell Therapy in Anoxic (or Hypoxic) Brain Injury.",Seoul,,"Korea, Republic of",March 2013
808,809,NCT05176366,Ulcerative Colitis,Study of ExoFlo for the Treatment of Medically Refractory Ulcerative Colitis,ExoFlo,"A Phase I Study of ExoFlo, an ex Vivo Culture-expanded Adult Allogeneic Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicle Isolate Product, for the Treatment of Medically Refractory Ulcerative Colitis",,,,"December 1, 2022"
809,810,NCT00482092,Crohn's Disease,Evaluation of PROCHYMAL® Adult Human Stem Cells for Treatment-resistant Moderate-to-severe Crohn's Disease,Prochymal®|Placebo,"A Phase III, Multicenter, Placebo-controlled, Randomized, Double-blind Study to Evaluate the Safety and Efficacy of PROCHYMAL® (ex Vivo Cultured Adult Human Mesenchymal Stem Cells) Intravenous Infusion for the Induction of Remission in Subjects Experiencing Treatment-refractory Moderate-to-severe Crohn's Disease",Los Angeles|San Francisco|Wheat Ridge|Clearwater|Jacksonville|Winter Park|Atlanta|Chicago|Urbana|Indianapolis|Topeka|Lexington|Louisville|Baton Rouge|Baltimore|Bethesda|Chevy Chase|Boston|Boston|Worcester|Dearborn|Troy|Minneapolis|Saint Louis|Lebanon|New York|New York|Rochester|Rochester|Stony Brook|Charlotte|Pinehurst|Winston-Salem|Tulsa|Tulsa|Pittsburgh|Pittsburgh|Germantown|Nashville|Nashville|Dallas|Galveston|Houston|Burlington|Norfolk|Richmond|Seattle|Adelaide|Melbourne|Calgary|Edmonton|Winnipeg|London|Toronto|Christchurch|Hamilton,California|California|Colorado|Florida|Florida|Florida|Georgia|Illinois|Illinois|Indiana|Kansas|Kentucky|Kentucky|Louisiana|Maryland|Maryland|Maryland|Massachusetts|Massachusetts|Massachusetts|Michigan|Michigan|Minnesota|Missouri|New Hampshire|New York|New York|New York|New York|New York|North Carolina|North Carolina|North Carolina|Oklahoma|Oklahoma|Pennsylvania|Pennsylvania|Tennessee|Tennessee|Tennessee|Texas|Texas|Texas|Vermont|Virginia|Virginia|Washington|South Australia|Victoria|Alberta|Alberta|Manitoba|Ontario|Ontario,United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|Australia|Australia|Canada|Canada|Canada|Canada|Canada|New Zealand|New Zealand,"September 17, 2007"
810,811,NCT04527224,Covid19 Pneumonia,Study to Evaluate the Efficacy and Safety of AstroStem-V in Treatment of COVID-19 Pneumonia,AstroStem-V,A Phase I/Ⅱa Trial to Explore the Safety and Efficacy of Allogenic Adipose Tissue-derived Mesenchymal Stem Cell (AstroStem-V) Therapy in Patients With COVID-19 Pneumonia,Phoenix|Dallas,Arizona|Texas,United States|United States,"October 1, 2022"
811,812,NCT02484560,Duchenne Muscular Dystrophy,Efficacy of Stem Cell Therapy in Ambulatory and Non-ambulatory Children With Duchenne Muscular Dystrophy - Phase 1-2,Biological: Umbilical Cord Based Allogenic Mesenchymal Stem Cell,Efficacy of Allogenic Mesenchymal Stem Cell Therapy in Ambulatory and Non-ambulatory Children With Duchenne Muscular Dystrophy - Phase 1-2,Gaziantep,,Turkey,June 2015
812,813,NCT03887208,Skin|Scar|Cutis Laxa|Keloid|Cicatrix,Therapy of Scars and Cutis Laxa With Autologous Adipose Derived Mesenchymal Stem Cells,Laser therapy|Autologous ADSC injection|Normal saline injection,Evaluation the Safety and Efficacy of the Treatment of Scars and Cutis Laxa Syndrome With the Use of Autologous (Fresh and Stored) Stem Cells Isolated From Adipose Tissue.,Warsaw|Warsaw|Warsaw,,Poland|Poland|Poland,"January 31, 2018"
813,814,NCT05520086,Chronic Conjunctivitis|Stevens-Johnson Syndrome|Lyell Syndrome|Pemphigoid,Clinical Trial to Evaluate Safety and Efficacy of Cell Therapy in Patients With Cicatricial Conjuntivitis.,Single Dose|Double Dose,"Phase IIa Multicenter Clinical Trial to Determine the Feasibility and Safety of the Use of Adipose-derived Mesenchymal Stem Cells (ASC) in the Treatment of Patients With Cicatricial Conjunctivitis Associated With Lyell's Syndrome, Stevens-Johnson Syndrome and Pemphigoid of the Mucous Membranes With Ocular Involvement.",Oviedo|Barakaldo|Alcázar De San Juan|Córdoba|Madrid|Madrid|Madrid|Valladolid,Asturias|Bizkaia|Ciudad Real,Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain,September 2022
814,815,NCT03706482,Osteogenesis Imperfecta,Boost Brittle Bones Before Birth,BOOST cells,"An Exploratory, Open Label, Multiple Dose, Multicentre Phase I/II Trial Evaluating Safety and Efficacy of Postnatal or Prenatal and Postnatal Intravenous Administration of Allogeneic Expanded Fetal Mesenchymal Stem Cells for the Treatment of Severe Osteogenesis Imperfecta Compared With a Combination of Historical and Untreated Prospective Controls",Stockholm,,Sweden,"August 12, 2019"
815,816,NCT03589287,Knee Osteoarthritis,Allogeneic Bone Marrow MSC Therapy for Knee Osteoarthritis,Chondrochymal®,A Phase I/IIa Clinical Study of Treatment for Knee Osteoarthritis by Intra-articular Injection of Allogeneic Bone Marrow Derived Mesenchymal Stem Cells.,Taipei,,Taiwan,"May 2, 2018"
816,817,NCT05349565,Knee Osteoarthritis,Effects of Muscle Energy Technique in Knee Osteoarthritis Patients,CONVENTIONAL PHYSICAL THERAPY|MUSCLE ENERGY TECHNIQUE,Effects of Muscle Energy Technique Along Conventional Physical Therapy After Mesenchymal Stem Cell Transplantation in Knee Osteoarthritis Patients,Islamabad,,Pakistan,"September 13, 2022"
817,818,NCT03525418,HLHS,Lomecel-B Delivered During Stage II Surgery for Hypoplastic Left Heart Syndrome (ELPIS),Longeveron Mesenchymal Stem Cells,Lomecel-B Injection in Patients With Hypoplastic Left Heart Syndrome: A Phase I/II Study (ELPIS),Atlanta|Baltimore|Baltimore|Cincinnati|Salt Lake City,Georgia|Maryland|Maryland|Ohio|Utah,United States|United States|United States|United States|United States,"February 21, 2018"
818,819,NCT01297205,Bronchopulmonary Dysplasia,Safety and Efficacy Evaluation of PNEUMOSTEM® Treatment in Premature Infants With Bronchopulmonary Dysplasia,Human Umbilical Cord Blood Derived-Mesenchymal Stem Cells,"Open Label, Single-Center, Phase 1 Clinical Study to Evaluate the Safety and the Efficacy of PNEUMOSTEM® Treatment in Premature Infants With Bronchopulmonary Dysplasia",Seoul,,"Korea, Republic of",December 2010
819,820,NCT03799718,"Multiple Sclerosis, Chronic Progressive",Safety and Efficacy of Repeated Administration of NurOwn (MSC-NTF Cells) in Participants With Progressive MS,NurOwn (MSC-NTF cells),"A Phase 2 Open-label Multicenter Study to Evaluate the Safety and Efficacy of Repeated Administration of NurOwn® [Autologous Mesenchymal Stem Cells Secreting Neurotrophic Factors (NTF), MSC-NTF] Cells in Participants With Progressive MS",Los Angeles|Redwood City|New York|Cleveland,California|California|New York|Ohio,United States|United States|United States|United States,"March 13, 2019"
820,821,NCT05387278,COVID-19 Acute Respiratory Distress Syndrome|Respiratory Distress Syndrome,Safety and Effectiveness of Placental Derived Exosomes and Umbilical Cord Mesenchymal Stem Cells in Moderate to Severe Acute Respiratory Distress Syndrome (ARDS) Associated With the Novel Corona Virus Infection (COVID-19),EV-Pure™ and WJ-Pure™|Placebo,Safety and Effectiveness of Placental Derived Exosomes and Umbilical Cord Mesenchymal Stem Cells in Moderate to Severe Acute Respiratory Distress Syndrome (ARDS) Associated With the Novel Corona Virus Infection (COVID-19),Liberty,Missouri,United States,June 2022
821,822,NCT01393977,Spinal Cord Injuries,Difference Between Rehabilitation Therapy and Stem Cells Transplantation in Patients With Spinal Cord Injury in China,rehabilitation of limb function|Stem Cells Transplantation,Efficacy Difference Between Rehabilitation Therapy and Umbilical Cord Derived Mesenchymal Stem Cells Transplantation in Patients With Acute or Chronic Spinal Cord Injury in China,Beijing,,China,January 2011
822,823,NCT04497805,Diabetic Foot Ulcer,Clinical Study of ALLO-ASC-SHEET in Subjects With Diabetic Wagner Grade II Foot Ulcers,ALLO-ASC-SHEET,A Phase 2 Clinical Study to Evaluate The Efficacy and Safety of ALLO-ASC-SHEET in the Subjects With Diabetic Wagner Grade II Foot Ulcers,Los Angeles,California,United States,"August 1, 2020"
823,824,NCT04536233,MSCs Derived Pleiotropic Factors on Wound Healing in Endonasal Surgeries,Effects of MSCs Derived Pleiotropic Factors on Wound Healing in Endonasal Surgeries,MSCs Derived Pleiotropic Factors|physiological saline,The Safety and Effectiveness of Mesenchymal Stem Cell-derived Pleiotropic Factors on Wound Healing in Endonasal Surgeries,,,,"October 10, 2020"
824,825,NCT02923375,Graft vs Host Disease,A Study of CYP-001 for the Treatment of Steroid-Resistant Acute Graft Versus Host Disease,Mesenchymoangioblast-derived mesenchymal stem cells,An Open-Label Phase 1 Study to Investigate the Safety and Efficacy of CYP-001 for the Treatment of Adults With Steroid-Resistant Acute Graft Versus Host Disease,Sydney|Adelaide|Bristol|Leeds|Liverpool|Manchester|Nottingham,New South Wales|South Australia,Australia|Australia|United Kingdom|United Kingdom|United Kingdom|United Kingdom|United Kingdom,"March 1, 2017"
825,826,NCT01873547,Spinal Cord Injury,Different Efficacy Between Rehabilitation Therapy and Stem Cells Transplantation in Patients With SCI in China,cell therapy|rehabilitation,Different Efficacy Between Rehabilitation Therapy and Umbilical Cord Derived Mesenchymal Stem Cells Transplantation in Patients With Chronic Spinal Cord Injury in China,Beijing,Beijing,China,June 2012
826,827,NCT01719640,"Diabetes Mellitus, Type 2",MSC and BMMNC in Type 2 Diabetes Mellitus,infusion of BMMSCs|infusion BMMNCs|insulin,Autologous Bone Marrow Mesenchymal Stem Cell and Bone Marrow Mononuclear Cell Infusion in Type 2 Diabetes Mellitus,Fuzhou,Fujian,China,January 2011
827,828,NCT02107118,Erectile Dysfunction|Cardiac Disease,Stem Cells for the Improvement of Erectile and Cardiac Function in Aging Men,ARM 1: AdMSC: adipose stem cells|ARM 2: Placebo,H-34570: PHASE I Study: The Use of Autologous Adipose Tissue-Derived Mesenchymal Stem Cell (AdMSC) for the Improvement of Erectile and Cardiac Function in Aging Men,Houston,Texas,United States,May 2015
828,829,NCT01220492,Liver Cirrhosis,Umbilical Cord Mesenchymal Stem Cells for Patients With Liver Cirrhosis,conventional plus MSC treatment|conventional plus placebo treatment,Phase 1/2 Study of UC-MSC Treatment for the Evaluation the Efficacy and Safety in Patients With Liver Cirrhosis,Beijing,Beijing,China,May 2009
829,830,NCT03369275,Septic Shock|Sepsis|Pathologic Processes|Shock|Infection|Systemic Inflammatory Response Syndrome|Inflammation,Cellular Immunotherapy for Septic Shock,Allogeneic Bone Marrow-Derived Human Mesenchymal Stem Cells|Placebo,Cellular Immunotherapy for Septic Shock (CISS2) A Phase II Randomized Controlled Trial,,,,March 2018
830,831,NCT03325504,Non Union Fracture,A Comparative Study of 2 Doses of BM Autologous H-MSC+Biomaterial vs Iliac Crest AutoGraft for Bone Healing in Non-Union,Cultured Mesenchymal Stem Cells|Autologous iliac crest graft,"A Multi-centre, Open-label, Randomized, Comparative Clinical Trial of Two Doses of Bone Marrow Autologous MSC+ Biomaterial vs Iliac Crest Autologous Graft, for Bone Healing in Non-union After Long Bone Fractures",Clermont-Ferrand|Créteil|Nantes|Toulouse|Tours|Frankfurt|Freiburg|Munich|Ulm|Bologna|Brescia|Milano|Majadahonda|Madrid|Madrid|Madrid|Madrid|Madrid|Madrid,Madrid,France|France|France|France|France|Germany|Germany|Germany|Germany|Italy|Italy|Italy|Spain|Spain|Spain|Spain|Spain|Spain|Spain,"September 5, 2017"
831,832,NCT00826046,Graft-Versus-Host Disease,Prochymal® Expanded Access for Adults Who Have Failed Steroid Treatment for Acute Graft Versus Host Disease (GVHD),Prochymal®,Expanded Access of Prochymal® (Ex-vivo Cultured Adult Human Mesenchymal Stem Cells) Infusion for the Treatment of Patients Who Have Failed to Respond to Steroid Treatment for Acute GVHD,Beech Grove|Boston|New York,Indiana|Massachusetts|New York,United States|United States|United States,
832,833,NCT03865394,Diabetic Foot Ulcer,Treatment of Chronic Wounds in Diabetic Foot Syndrome With Allogeneic Adipose Derived Mesenchymal Stem Cells,Application of allogeneic ADSC stem cells in fibrin gel|Standard care in diabetic foot ulcer,Evaluation of the Safety and Efficacy of the Treatment of Chronic Wounds in Diabetic Foot Syndrome With the Use of Allogeneic Stem Cells Isolated From Adipose Tissue,Warsaw,,Poland,"July 1, 2019"
833,834,NCT03828344,Rheumatoid Arthritis,Safety and Tolerability of a Single Intravenous Infusion of BX-U001 in Refractory Rheumatoid Arthritis,hUC-MSC suspension|Placebo,"A Phase 1 Randomized, Placebo-Controlled, Double-Blind Study of the Safety and Tolerability of a Single Intravenous Infusion of BX-U001, a Human Umbilical Cord Tissue Derived Mesenchymal Stem Cell Product, for Refractory Rheumatoid Arthritis",,,,July 2023
834,835,NCT03356821,Perinatal Arterial Ischemic Stroke|Neonatal Stroke,Perinatal Arterial Stroke Treated With Stromal Cells Intranasally,Mesenchymal Stem Cells,Adult Mesenchymal Stromal Cells to Regenerate the Neonatal Brain: the PASSIoN Trial (Perinatal Arterial Stroke Treated With Stromal Cells IntraNasally),Utrecht,,Netherlands,"February 11, 2020"
835,836,NCT02513238,Xerostomia,Mesenchymal Stemcells for Radiation Induced Xerostomia,Mesenchymal stem cell|Isotonic NaCl,Mesenchymal Stem Cells for Radiation-induced Xerostomia (MESRIX) in Previous HPV-positive Oropharyngeal Head and Neck Cancer Patients - A Safety and Feasibility Study,,,,"August 8, 2015"
836,837,NCT02054208,Alzheimer's Disease,Safety and Exploratory Efficacy Study of NEUROSTEM® Versus Placebo in Patients With Alzheimer's Disease,human umbilical cord blood derived mesenchymal stem cells|Normal saline 2mL,"A Double-blind, Single-center, Phase 1/2a Clinical Trial to Evaluate the Safety and Exploratory Efficacy of Intraventricular Administrations of NEUROSTEM® Versus Placebo Via an Ommaya Reservoir in Patients With Alzheimer's Disease",Seoul,,"Korea, Republic of",March 2014
837,838,NCT04297813,Alveolar Bone Atrophy,Efficacy in Alveolar Bone Regeneration With Autologous MSCs and Biomaterial in Comparison to Autologous Bone Grafting,Advanced medicinal Therapy (MSC combined with biomaterial)|Autologous bone graft,Randomized Controlled Clinical Trial to Assess the Efficacy of a Combination of Autologous Mesenchymal Stem Cells and Biomaterial in Jaw Bone Regeneration Prior to Dental Implant Placement in Comparison to Standard Autologous Bone Grafting,Odense|Créteil|Nantes|Bergen|Madrid|Barcelona,"Hordaland|Calle Fernando De Castro Rodriguez,",Denmark|France|France|Norway|Spain|Spain,March 2020
838,839,NCT00515307,"Hypercholesterolemia, Familial",Bone Marrow Stem Cells as a Source of Allogenic Hepatocyte Transplantation in Homozygous Familial Hypercholesterolemia,Cellular transplantation,In-Vitro Transdifferentiation of Mesenchymal Stem Cells to Hepatocytes and Allogenic Transplantation of Hepatocytes to the Patients With Homozygous Familial Hypercholesterolemia,Tehran,,"Iran, Islamic Republic of",June 2007
839,840,NCT02290886,Amyotrophic Lateral Sclerosis,A Multicenter Phase I/II Clinical Trial to Evaluate Safety of Mesenchymal Stem Cell in Patients With Amyotrophic Sclerosis Lateral,Intravenous administration of placebo|Intravenous administration of 1 million of MSC|Intravenous administration of 2 million of MSC|Intravenous administration of 4 million of MSC,"A Multicenter Phase I/II Clinical Trial, Randomized, Controlled With Placebo, Triple Blind to Evaluate Safety, and Indications of Efficiency of the Intravenous Administration of the Therapy With 3 Doses of MSC in Patients With ASL Moderated to Severe",Cordoba|Málaga|Seville|Seville,,Spain|Spain|Spain|Spain,July 2014
840,841,NCT02789995,Sepsis,Dysfunctions of Human Muscle Stem Cells in Sepsis,Human biological samples,Dysfunctions of Human Muscle Stem Cells in Sepsis,Créteil|Paris|Paris|Paris|Paris|Paris|Paris,,France|France|France|France|France|France|France,"June 23, 2016"
